	
In	O
general	O
,	O
adverse	O
events	O
reported	O
by	O
INTELENCE	O
(	O
r	O
)	O
-treated	O
subjects	O
with	O
hepatitis	O
B	O
and/or	O
hepatitis	O
C	O
virus	O
co-infection	O
were	O
similar	O
to	O
INTELENCE	O
(	O
r	O
)	O
-treated	O
subjects	O
without	O
hepatitis	O
B	O
and/or	O
hepatitis	O
C	O
virus	O
co-infection	O
.	O
	
There	O
was	O
a	O
6-fold	O
increase	O
in	O
the	O
risk	O
of	O
CTCAE	O
Grade	O
3-4	O
hyperglycemia	B
in	O
patients	O
with	O
diabetes	O
or	O
glucose	O
intolerance	O
and	O
a	O
2-fold	O
increase	O
in	O
patients	O
taking	O
corticosteroids	O
.	O
	
In	O
patients	O
who	O
develop	O
serious	O
allergic	O
reactions	O
,	O
discontinue	O
Zydelig	O
permanently	O
and	O
institute	O
appropriate	O
supportive	O
measures	O
.	O
	
Approximately	O
81	O
%	O
of	O
these	O
local	O
reactions	O
resolved	O
without	O
intervention	O
within	O
4	O
weeks	O
of	O
XIAFLEX	O
injections	O
.	O
	
Monitor	O
patients	O
closely	O
for	O
signs	O
of	O
peripheral	O
motor	O
and	O
sensory	O
neuropathy	O
.	O
	
Have	O
anaphylactic	O
and	O
hypersensitivity	O
treatment	O
measures	O
available	O
prior	O
to	O
AdreView	O
administration	O
.	O
	
Monitor	O
liver	O
function	O
tests	O
before	O
treatment	O
and	O
before	O
the	O
start	O
of	O
each	O
cycle	O
.	O
	
Rupture	B
of	I
hepatic	I
adenomas	I
may	O
cause	O
death	B
through	O
intra-abdominal	B
hemorrhage	I
.	O
	
Diarrhea	B
due	O
to	O
Zydelig	O
responds	O
poorly	O
to	O
antimotility	O
agents	O
.	O
	
Interrupt	O
Ferriprox	O
therapy	O
if	O
neutropenia	O
develops	O
(	O
ANC	O
<	O
1.5	O
x	O
10	O
9	O
/L	O
)	O
.	O
	
5.4	O
QT	O
Prolongation	O
In	O
an	O
uncontrolled	O
open-label	O
ECG	O
study	O
in	O
26	O
patients	O
,	O
QT	B
prolongation	I
was	O
observed	O
on	O
Day	O
8	O
,	O
independent	O
of	O
eribulin	O
concentration	O
,	O
with	O
no	O
QT	B
prolongation	I
observed	O
on	O
Day	O
1	O
.	O
	
Patients	O
whose	O
baseline	O
ALT	O
or	O
AST	O
were	O
elevated	O
were	O
more	O
likely	O
to	O
experience	O
liver	B
test	I
elevation	I
than	O
those	O
beginning	O
with	O
normal	O
values	O
.	O
	
These	O
include	O
cases	O
of	O
Stevens-Johnson	B
syndrome	I
,	O
toxic	B
epidermal	I
necrolysis	I
and	O
erythema	B
multiforme	I
.	O
	
Subject-years	O
is	O
defined	O
as	O
cumulative	O
number	O
of	O
days	O
from	O
first	O
drug	O
intake	O
to	O
event	O
date	O
,	O
date	O
of	O
last	O
drug	O
intake	O
+	O
2	O
,	O
death	O
date	O
(	O
whatever	O
occurred	O
first	O
)	O
across	O
all	O
treated	O
subjects	O
divided	O
by	O
365.25	O
.	O
	
Because	O
these	O
reactions	O
are	O
reported	O
voluntarily	O
from	O
a	O
population	O
of	O
uncertain	O
size	O
,	O
it	O
is	O
not	O
always	O
possible	O
to	O
reliably	O
estimate	O
their	O
frequency	O
or	O
to	O
establish	O
a	O
causal	O
relationship	O
to	O
drug	O
exposure	O
.	O
	
Febrile	B
neutropenia	I
has	O
been	O
reported	O
with	O
treatment	O
with	O
ADCETRIS	O
.	O
	
EXCERPT	O
:	O
WARNING	O
:	O
CIGARETTE	O
SMOKING	O
AND	O
SERIOUS	O
CARDIOVASCULAR	B
EVENTS	I
See	O
full	O
prescribing	O
information	O
for	O
complete	O
boxed	O
warning	O
.	O
	
Discontinuation	O
of	O
therapy	O
due	O
to	O
adverse	O
reactions	O
occurred	O
in	O
10	O
%	O
of	O
patients	O
treated	O
with	O
ZYKADIA	O
.	O
	
Patients	O
received	O
placebo	O
(	O
N=1393	O
)	O
,	O
FARXIGA	O
5	O
mg	O
(	O
N=1145	O
)	O
,	O
or	O
FARXIGA	O
10	O
mg	O
(	O
N=1193	O
)	O
once	O
daily	O
.	O
	
At	O
one	O
year	O
after	O
transplantation	O
these	O
values	O
were	O
183	O
mg/dL	O
,	O
50	O
mg/dL	O
,	O
102	O
mg/dL	O
,	O
and	O
151	O
mg/dL	O
,	O
respectively	O
,	O
in	O
401	O
patients	O
treated	O
with	O
the	O
NULOJIX	O
recommended	O
regimen	O
and	O
196	O
mg/dL	O
,	O
48	O
mg/dL	O
,	O
108	O
mg/dL	O
,	O
and	O
195	O
mg/dL	O
,	O
respectively	O
,	O
in	O
405	O
patients	O
treated	O
with	O
the	O
cyclosporine	O
control	O
regimen	O
.	O
	
Follow	O
instructions	O
for	O
preparation	O
(	O
including	O
admixing	O
)	O
and	O
administration	O
strictly	O
to	O
minimize	O
medication	O
errors	O
(	O
including	O
underdose	O
and	O
overdose	O
)	O
[	O
see	O
Dosage	O
and	O
Administration	O
(	O
2.2	O
)	O
and	O
(	O
2.4	O
)	O
]	O
.	O
	
Anyone	O
considering	O
prescribing	O
ONFI	O
or	O
any	O
other	O
AED	O
must	O
balance	O
the	O
risk	O
of	O
suicidal	O
thoughts	O
or	O
behavior	O
with	O
the	O
risk	O
of	O
untreated	O
illness	O
.	O
	
The	O
desired	O
therapeutic	O
response	O
was	O
achieved	O
at	O
doses	O
of	O
4-6	O
mg/hour	O
.	O
	
These	O
were	O
commonly	O
dyspepsia	B
(	O
including	O
abdominal	B
pain	I
upper	I
,	O
abdominal	B
pain	I
,	O
abdominal	B
discomfort	I
,	O
and	O
epigastric	B
discomfort	I
)	O
and	O
gastritis-like	O
symptoms	O
(	O
including	O
GERD	B
,	O
esophagitis	B
,	O
erosive	B
gastritis	I
,	O
gastric	B
hemorrhage	I
,	O
hemorrhagic	B
gastritis	I
,	O
hemorrhagic	B
erosive	I
gastritis	I
,	O
and	O
gastrointestinal	B
ulcer	I
)	O
.	O
	
Based	O
on	O
the	O
severity	O
of	O
the	O
adverse	O
drug	O
reaction	O
,	O
withhold	O
ZYKADIA	O
with	O
resumption	O
at	O
a	O
reduced	O
dose	O
as	O
described	O
in	O
Table	O
1	O
[	O
see	O
Dosage	O
and	O
Administration	O
(	O
2.2	O
)	O
and	O
Adverse	O
Reactions	O
(	O
6	O
)	O
]	O
.	O
	
Patients	O
with	O
alanine	O
aminotransferase	O
or	O
aspartate	O
aminotransferase	O
>	O
3	O
*	O
ULN	O
(	O
upper	O
limit	O
of	O
normal	O
)	O
experienced	O
a	O
higher	O
incidence	O
of	O
Grade	O
4	O
neutropenia	B
and	O
febrile	B
neutropenia	I
than	O
patients	O
with	O
normal	O
aminotransferase	O
levels	O
.	O
	
Among	O
patients	O
in	O
Study	O
3	O
who	O
reported	O
no	O
prior	O
exposure	O
to	O
XIAFLEX	O
,	O
97	O
%	O
of	O
patients	O
had	O
antibodies	O
against	O
AUX-I	O
and	O
AUX-II	O
after	O
two	O
concurrent	O
doses	O
of	O
XIAFLEX	O
0.58	O
mg	O
(	O
total	O
dose	O
of	O
1.16	O
mg	O
)	O
in	O
the	O
same	O
hand	O
.	O
	
In	O
other	O
XIAFLEX-treated	O
patients	O
(	O
9	O
of	O
1044	O
;	O
0.9	O
%	O
)	O
,	O
a	O
combination	O
of	O
penile	B
ecchymoses	I
,	O
sudden	O
penile	B
detumescence	I
,	O
and/or	O
a	O
penile	B
``	O
popping	B
''	O
sound	B
was	O
reported	O
,	O
and	O
in	O
these	O
cases	O
,	O
a	O
diagnosis	O
of	O
corporal	B
rupture	I
can	O
not	O
be	O
excluded	O
.	O
	
The	O
mean	O
time	O
to	O
nadir	O
was	O
13	O
days	O
and	O
the	O
mean	O
time	O
to	O
recovery	O
from	O
severe	O
neutropenia	B
(	O
<	O
500/mm	O
3	O
)	O
was	O
8	O
days	O
.	O
	
The	O
most	O
common	O
laboratory	O
abnormalities	O
(	O
>	O
20	O
%	O
)	O
reported	O
in	O
the	O
two	O
randomized	O
clinical	O
trials	O
that	O
occurred	O
more	O
commonly	O
(	O
>	O
=2	O
%	O
)	O
in	O
the	O
abiraterone	O
acetate	O
arm	O
were	O
anemia	B
,	O
elevated	B
alkaline	I
phosphatase	I
,	O
hypertriglyceridemia	B
,	O
lymphopenia	B
,	O
hypercholesterolemia	B
,	O
hyperglycemia	B
,	O
elevated	B
AST	I
,	O
hypophosphatemia	B
,	O
elevated	B
ALT	I
and	O
hypokalemia	B
.	O
	
The	O
information	O
below	O
is	O
derived	O
from	O
a	O
clinical	O
trial	O
database	O
for	O
FANAPT	O
consisting	O
of	O
2070	O
patients	O
exposed	O
to	O
FANAPT	O
at	O
doses	O
of	O
10	O
mg/day	O
or	O
greater	O
,	O
for	O
the	O
treatment	O
of	O
schizophrenia	O
.	O
	
6	O
ADVERSE	O
REACTIONS	O
EXCERPT	O
:	O
*	O
The	O
most	O
common	O
adverse	O
reactions	O
are	O
(	O
incidence	O
>	O
=	O
5	O
%	O
)	O
chromaturia	B
,	O
nausea	B
,	O
vomiting	B
and	O
abdominal	B
pain	I
,	O
alanine	B
aminotransferase	I
